record_id,control_name,is_anomaly,anomaly_type,severity,explanation
DRF00760,Control-4,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00640,Control-13,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00694,Control-67,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00891,Control-53,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00971,Control-16,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00960,Control-50,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00663,Control-30,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00573,Control-65,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00822,Control-84,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00729,Control-23,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00946,Control-57,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00749,Control-39,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00853,Control-78,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00838,Control-51,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00543,Control-56,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00778,Control-93,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00720,Control-62,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00913,Control-65,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00834,Control-2,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00963,Control-62,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00716,Control-79,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00902,Control-71,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00620,Control-47,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00747,Control-70,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00784,Control-82,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00713,Control-26,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00692,Control-48,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00939,Control-92,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00870,Control-87,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00927,Control-62,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00805,Control-36,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00935,Control-38,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00790,Control-35,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00958,Control-72,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00642,Control-72,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00676,Control-57,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00643,Control-89,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00685,Control-89,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00703,Control-1,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00820,Control-54,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00969,Control-59,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00823,Control-43,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00681,Control-97,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00722,Control-51,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00854,Control-90,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00830,Control-5,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00764,Control-16,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00514,Control-28,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00566,Control-13,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00708,Control-57,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00677,Control-85,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00931,Control-69,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00511,Control-23,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00655,Control-26,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00917,Control-47,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00505,Control-58,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00697,Control-78,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00723,Control-80,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00733,Control-90,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00707,Control-13,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00993,Control-42,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00814,Control-54,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00646,Control-80,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00683,Control-25,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00617,Control-53,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00567,Control-30,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00859,Control-20,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00690,Control-2,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00619,Control-42,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00531,Control-43,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00850,Control-24,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00518,Control-95,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00880,Control-68,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00568,Control-38,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00687,Control-12,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00545,Control-37,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00626,Control-97,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00979,Control-3,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00904,Control-39,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00980,Control-64,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00783,Control-40,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00951,Control-61,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00865,Control-80,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00706,Control-11,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00930,Control-67,TRUE,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00582,Control-68,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00885,Control-16,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00842,Control-82,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00651,Control-13,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00841,Control-51,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00625,Control-92,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00771,Control-44,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00972,Control-80,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00840,Control-86,TRUE,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00604,Control-76,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00844,Control-21,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00769,Control-82,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00932,Control-99,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00593,Control-92,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00813,Control-85,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00945,Control-71,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00868,Control-14,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00748,Control-69,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00579,Control-81,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00732,Control-78,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00909,Control-20,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00589,Control-18,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00750,Control-63,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00710,Control-30,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00538,Control-23,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00886,Control-48,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00644,Control-54,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00575,Control-51,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00541,Control-71,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00657,Control-94,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00896,Control-88,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00702,Control-14,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00893,Control-1,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00957,Control-72,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00553,Control-14,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00857,Control-47,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00670,Control-50,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00565,Control-89,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00668,Control-97,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00992,Control-67,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00785,Control-27,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00781,Control-5,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00767,Control-40,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00787,Control-61,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00768,Control-93,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00995,Control-7,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00966,Control-49,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00558,Control-79,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00776,Control-32,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00516,Control-97,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00867,Control-63,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00671,Control-42,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00731,Control-67,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00563,Control-62,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00938,Control-41,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00905,Control-33,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00967,Control-35,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00664,Control-4,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00888,Control-38,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00883,Control-86,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00777,Control-72,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00607,Control-40,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00606,Control-76,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00623,Control-19,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00525,Control-48,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00641,Control-8,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00982,Control-35,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00981,Control-40,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00926,Control-75,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00990,Control-92,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00874,Control-67,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00860,Control-58,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00976,Control-61,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00539,Control-39,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00549,Control-80,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00576,Control-8,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00826,Control-45,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00695,Control-99,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00523,Control-46,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00983,Control-47,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00630,Control-2,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00569,Control-92,TRUE,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00907,Control-12,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00611,Control-10,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00596,Control-98,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00827,Control-29,TRUE,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00691,Control-33,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00736,Control-17,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00766,Control-85,TRUE,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00595,Control-25,TRUE,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00765,Control-47,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00921,Control-77,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00752,Control-3,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00557,Control-13,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00871,Control-22,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00701,Control-30,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00742,Control-38,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00598,Control-75,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00621,Control-65,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00524,Control-78,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00961,Control-88,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00897,Control-36,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00570,Control-52,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00753,Control-21,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00547,Control-53,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00845,Control-87,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00770,Control-41,TRUE,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00594,Control-60,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00744,Control-64,TRUE,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00588,Control-3,TRUE,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00737,Control-60,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00601,Control-1,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00712,Control-91,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00900,Control-40,TRUE,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00536,Control-77,FALSE,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00751,Control-53,TRUE,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
